Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
122701824418046,ADRA Sverige,ADRA,3372,11
578600668989187,Damaskus Maskinskydd AB,These ads ran without a disclaimer,3372,1
1165662146817903,Personal care assistants Stockholm FA Assistans,These ads ran without a disclaimer,3370,1
753404261386015,Kristdemokraterna i Alingsås,Kristdemokraterna i Alingsås,3365,9
1218112908234639,Flyghjälp,These ads ran without a disclaimer,3354,2
1066861813334420,Länsstyrelsen Västerbotten,Länsstyrelsen Västerbotten,3350,6
555683434553241,Liberalerna Lund,Kasperczyk Adrian Jakob,3349,18
1820247441572005,CHOOOSE,These ads ran without a disclaimer,3335,1
1506548439589245,Indra Queer Trans & Tjejjour,Emilia Eriksson,3331,5
216301288949268,Thomas Söderström - Liberalerna Luleå,Liberalerna Luleå,3316,20
760092737373457,Liberalerna Region Uppsala,Malin Högrell,3315,26
1050599251792670,Unwrapped,Sarah Lobelius,3299,9
450853258274653,Vänsterpartiet Halmstad,Vänsterpartiet Halmstad,3293,7
1506548439589245,Indra Queer Trans & Tjejjour,Therése Ekengren,3282,6
140287071107,Riksteatern,These ads ran without a disclaimer,3280,1
103487509736810,Socialdemokraterna i  Gävleborg,Backeskog Sanna Agnes Moa,3280,11
165271990151780,Sveland Djurförsäkringar,These ads ran without a disclaimer,3277,2
348264571925203,Vänsterpartiet Leksand,Fredholm Kajsa,3269,12
138031150110651,Kristdemokraterna Kronoberg,Chavez Avelar Ricardo Arturo,3268,19
1432290966995003,Sverigedemokraterna Håbo,Carol Lundahl Moore,3261,30
120841097949328,Blocket,These ads ran without a disclaimer,3257,2
387956688247306,Alva,These ads ran without a disclaimer,3251,4
136883253004732,Liberalerna Helsingborg,Martensen Axel Erik Alfons,3250,3
143094405755149,Vänsterpartiet i Trollhättan,Vänsterpartiet Trollhättan,3242,6
2288480054805195,Zezzltd,These ads ran without a disclaimer,3235,1
536156530105433,Demokratibygget,Barrett Sara Helena,3233,34
180745369170,Henrik Sundström - M,These ads ran without a disclaimer,3224,5
245094455536925,FOUR PAWS International,These ads ran without a disclaimer,3220,86
124922984244979,Nyköpings kommun,Nyköpings kommun,3217,6
865138110262901,Svenskt Näringsliv Norrbotten,Svenskt Näringsliv,3217,12
613231265423610,Telenor Företag,These ads ran without a disclaimer,3211,2
124443770929754,Miljöpartiet de gröna i Botkyrka,Forsberg Per Axel Oskar,3208,3
155680981110593,Mänskliga Rättighetsdagarna,Ahlén Nina Elizabeth,3204,27
383511565045309,Region Värmland,These ads ran without a disclaimer,3201,3
655758061134956,Erikshjälpen Second Hand Borås,Regina Tell,3200,19
259704671149051,Stockholm-Gotlands distrikt av SAC Syndikalisterna,Forsberg Peter Erik,3199,9
273269576169760,Socialdemokraterna i Oskarshamns kommun,Socialdemokraterna i Oskarshamns kommun,3189,27
880088852144137,Atikko,These ads ran without a disclaimer,3185,3
665706286844028,Anna Hansson,Anna Hansson,3168,28
384079285043022,Tommy Lilja Ministries,Tommy Lilja,3163,3
287535298751608,Biites Sverige,These ads ran without a disclaimer,3160,1
250791121791,Tretti,These ads ran without a disclaimer,3155,4
178301278862044,Impecta Fröhandel,These ads ran without a disclaimer,3152,1
133867976608,Naturskyddsföreningen,These ads ran without a disclaimer,3149,3
209819466173690,Region Stockholm,These ads ran without a disclaimer,3147,3
237658639705704,Rättvisepartiet Socialisterna,Rättvisepartiet Socialisterna,3147,10
528944283871109,Socialdemokraterna i Mark,Socialdemokraterna i Mark,3147,27
334741620478680,Partiet Vändpunkt,These ads ran without a disclaimer,3146,9
281677578658057,Socialdemokraterna i Trollhättan,Cathrin Boström,3145,17
1852520761657982,4ocean,These ads ran without a disclaimer,3143,97
190577763347,Svenska Turistföreningen,These ads ran without a disclaimer,3133,2
113231902032545,Röda Korsets Ungdomsförbund,Röda Korsets Ungdomsförbund,3132,6
280706865441419,Centerpartiet Upplands-Bro,These ads ran without a disclaimer,3130,2
63489041459,Moderaterna i Region Skåne,Carl Samuel Jonsson,3130,9
414711081944826,Liberalerna i Upplands Väsby,Jessica Johnson,3121,21
159383957136,Centerpartiet Varberg,Centerpartiet Varberg,3118,41
996917093703063,Svenskt Näringsliv Västerbotten,Svenskt Näringsliv,3118,11
476930319155435,Orthex,These ads ran without a disclaimer,3116,20
375510819147237,Sverigedemokraterna Kristianstad,These ads ran without a disclaimer,3111,6
119885094691458,Fria Moderata Studentförbundet,Fria Moderata Studentförbundet,3105,22
8340223883,Avaaz,Avaaz,3101,5
1641241669299423,DanCann Pharma A/S,These ads ran without a disclaimer,3101,3
841675695959993,Energiföretagen Sverige,Julia Hörnell,3100,5
389409211095876,Dammråttan - Vi håller rent hus,Alice Båvner,3100,4
320803428359779,Gåvan Sverige,Gåvan Sverige,3100,6
116937121718686,Tandläkartidningen,Anna Norberg,3099,69
341738875932179,Centerpartiet i Karlskrona,Johan Genestig,3099,7
987676224611140,Demokrati utan gränser,These ads ran without a disclaimer,3099,9
383192235102386,Studieförbundet Vuxenskolan Skåne,Christian Gustavsson,3098,7
133234606721672,Sveriges Kommunistiska Parti,Johan Patrik Lindh,3093,6
101083895050385,Sign It Europe,These ads ran without a disclaimer,3088,19
272465082769737,ABF Södertälje-Nykvarn,ABF Södertälje-Nykvarn,3085,6
237421263279818,Moderaterna Västernorrland,These ads ran without a disclaimer,3066,4
334037884228,Mälarenergi AB,These ads ran without a disclaimer,3064,3
379886369285099,Daniel Filipsson Kommunalråd M Alingsås,These ads ran without a disclaimer,3062,10
103314093107115,Länsförsäkringar Bergslagen,These ads ran without a disclaimer,3061,4
7783116506,Animals Asia,These ads ran without a disclaimer,3040,228
103258627797530,Klimatprata,Klimatprata,3039,7
104856471222238,Stenhagens Bildning & Kulturcentrum,Uppsala kommun,3037,2
285356031666197,Arbetsvärlden,Feldbaum Mikael,3037,18
113400321906,Regionmuseet Kristianstad & Kristianstads konsthall,Regionmuseet Kristianstad,3030,10
138853362966712,Socialdemokraterna i Årjängs kommun,Carl Henrik Otto Wiig Pettersson,3027,6
176640602428919,PLUSMINUSNOLL,Plusminusnoll,3024,2
109969847586061,Morgon-Tidningen,AIP Media,3017,10
126634790719898,Finansförbundet,These ads ran without a disclaimer,3016,5
101104034661242,Digital Idag,Johanna Unghanse,3007,11
417315481625315,Centerpartiet Falun,These ads ran without a disclaimer,3001,3
158920367453258,Vinnova,These ads ran without a disclaimer,3000,1
818938344819902,Fastighets,Fastighetsanställdas Förbund,3000,3
194174830607570,Svenska Rovdjursföreningen,Svenska Rovdjursföreningen,3000,2
1494866244116715,Avonova Företagshälsa,These ads ran without a disclaimer,3000,1
117944114905336,Ledarna - Sveriges chefsorganisation,Ledarna - Sveriges chefsorganisation,3000,1
597912210359600,Liberala studenter Stockholm,Gronkvist Agnes Mimmie Mica Bjornsdotter,3000,2
255131794605745,Revolution,Niki Brodin Larsson,3000,2
149565883190,Umeå kommun,Umeå kommun,3000,3
486007088214866,Stockholm Åre 2026,These ads ran without a disclaimer,3000,1
182585475644517,Stoppa Horsstensleden,Hela Skärgården,3000,1
797490057025774,Dome of Visions SE,Dome of Visions,3000,2
178404732312022,Hjärta till Hjärta,These ads ran without a disclaimer,3000,1
248710282355390,Flexiwaggon,Flexiwaggon AB,2999,1
110420284961,SFS - Sveriges förenade studentkårer,Sveriges Förenade Studentkårer,2999,7
229651940519344,Stadsutveckling Stockholm,These ads ran without a disclaimer,2999,1
167486520744,Scream Mediabyrå,Scream Mediabyrå,2999,3
696265340425808,BarnSamariten,BarnSamariten,2999,5
178492402219980,Oxelösund,Oxelösunds kommun,2999,1
308835353169333,bike100.se,Christian Olsson,2997,56
1735027966519444,Föreningen Sveriges Stadsbyggare,Föreningen Sveriges Stadsbyggare,2995,4
259234574258392,Miljöpartiet de Gröna i Nyköping,Åslund Björn Carl Einar,2981,11
385129538736614,Stockholm Rainbow Weekend,These ads ran without a disclaimer,2975,3
536156530105433,Demokratibygget,Demokratibygget,2974,31
253180081541814,Swedish Ministry for Foreign Affairs,Swedish Ministry for Foreign Affairs,2973,5
1682793018671477,Socialdemokraterna i Kävlinge kommun,These ads ran without a disclaimer,2970,5
2181783268555713,ExaaakT of Sweden,Zetterberg Carl Henric Christoffer,2960,21
100976254693907,Italia Viva in Scandinavia,Cocco Massimo,2960,3
128042203924177,Sveaskog,Resultify,2960,6
343934255985,LRF Mälardalen,LRF,2955,2
2410759675669394,Kungsbackaborna,Ulf Hellgesson,2942,36
208129265878199,Project Playground,Project Playground,2933,19
300741530026956,Liberalerna Västernorrland,Karlsson Sarah Emma Viola,2930,4
365711151210,Randstad Sweden,These ads ran without a disclaimer,2930,3
290593874641827,SkimSafe,These ads ran without a disclaimer,2924,3
294934427940073,Kryssa Mohammad Omran KD,Omran Mohammad,2920,7
1696828960384153,Moderaterna i Mellerud,Moderaterna i Mellerud,2914,11
152344018151150,Övedskloster,These ads ran without a disclaimer,2912,2
101743334933449,Tidningen M,Malmqvist Amanda Josefin Theresia,2912,10
189778427932,Socialstyrelsen,Socialstyrelsen,2909,6
1543451862565120,"Mathias Lindow, kommunalråd -L- Österåker",Lindow Johan Mathias,2908,21
511791365823995,Stockholms Bilister,Jungermann Martin Carl Omar,2905,19
2063183643940247,KD Sigtuna,Makris Jessica Therese,2905,15
162142860482013,Piteå kommun,Piteå kommun,2900,6
276115645732500,Socialdemokraterna i Gävle,Amin Ahmed Angelus,2899,8
1713964365553581,Sverigedemokraterna Botkyrka,Sverigedemokraterna Botkyrka,2899,4
693181197442078,Sverigedemokraterna Åstorp,Anton Holmberg,2895,13
1673788782717355,Helena Antoni - Politiker,Helena Antoni,2892,5
1629987440566705,PrivataHyresvärdar.nu,These ads ran without a disclaimer,2888,1
1752938251673433,Ida Drougge,Ida Drougge,2886,20
108408220706637,Moderaterna i Region Värmland,Moderaterna Värmland,2880,34
106671917400594,Hållbar produktutveckling - Smart design,Lars Siljebratt,2879,23
2197879210461877,HampaBambu,Daniel Kalmár,2870,26
133324910077114,Byggnads Stockholm-Gotland,Byggnads Stockholm-Gotland,2870,15
1773525662972524,Socialdemokraterna Hallsbergs kommun,Lars Billström,2868,3
1078491908840714,Hanna and Goliath Law & Education,These ads ran without a disclaimer,2866,5
281839148982657,Psykologi med mera,These ads ran without a disclaimer,2851,1
1948511368795703,Filip Rundström  - Moderat i Region Sörmland och Eskilstuna,Ek Rundstrom Filip Olof Eugen,2850,18
248691729126194,Reform Society,Reform Society,2846,4
273960452353,Socialdemokraterna Tyresö,These ads ran without a disclaimer,2836,1
217053181980829,Kristdemokraterna Knivsta,Kristdemokraterna Knivsta,2835,19
425331451537324,Mellins Extraknäcke,Joel Mellin,2830,15
1879401659007825,"Bevara Haninges skogar, skärgård och kulturlandskap",Bernhardsson Johan Fredrik Mattias,2830,12
200237710186996,Bröstcancerförbundet,These ads ran without a disclaimer,2829,4
801293393230795,Centerpartiet i Uppsala län,Grew Hedda Anna Magdalena Jarta,2829,7
300963926616,Centerpartiet Dalarna,Persson Robert Gote,2829,9
322439964487541,ETC El,ETC El,2827,19
341453962676744,Jessica ritar,Anna Jessica Johansson,2821,10
208578946296070,Humana Individ & Familj,These ads ran without a disclaimer,2820,1
104873842931804,Alkohol & Narkotika,CAN,2810,11
95356393777,Karin Östring Bergman / Centerpartiet,Ostring Bergman Karin Maria,2804,3
42578749406,Vänsterpartiet Värmland,Adina Magnusson,2800,4
154119694653902,Visit Mariestad,These ads ran without a disclaimer,2800,1
1632307106990705,Liberalerna Kungsholmen,Johansson Maria Birgitta,2799,10
219069301759,Apologia - Centrum för kristen apologetik,Apologia – Centrum för kristen apologetik,2791,9
471490662960578,GoMore,These ads ran without a disclaimer,2791,2
233059080071059,Socialdemokraterna Sundbyberg,Gabriel Blomberg,2790,2
818479978167069,Vänsterpartiet Märsta-Sigtuna,Vänsterpartiet Märsta-Sigtuna,2790,12
635025056686844,Liberalerna Landskrona,Pehrson Ebba Charlotte,2784,25
240270059345175,Miljöpartiet de gröna i Dalarna,Hjort Mikael Rolf Erik,2769,2
254364507976383,Centerpartiet i Strömstad,SALTENBERG TORE HANS-INGE,2762,19
737936546266980,Sverigedemokraterna Järfälla,Per Wilhelm Eriksson,2759,4
421838938609178,Energy ConFusion,North Sweden Cleantech,2758,5
438293093025882,Livsmedelsarbetare för Solidaritet,Johan Torgå,2756,5
120551208100018,Dala-Demokraten,These ads ran without a disclaimer,2750,5
152849631489919,Byrån mot diskriminering i Östergötland,Byrån mot diskriminering i Östergötland,2748,18
689319784502132,Avarn Security Sverige,KSMG,2748,1
1443915765920616,Polyplank AB,Anton Ald,2741,4
110461746998678,Konstgräsfakta,Konstgräsfakta,2737,7
326758930826774,Vänsterpartiet Nordanstig,Vänsterpartiet Nordanstig,2726,20
439419836148910,Centerpartiet Botkyrka - Grödinge,Alse Dag Lucas,2723,6
840264879353861,Ellevio,These ads ran without a disclaimer,2716,6
84175912332,Drevvikenpartiet,Drevvikenpartiet,2707,16
375001799319186,Aktiv Skola,Stiftelsen Aktiv Skola,2705,5
251766294980383,Liberalerna Solna,Elfvén Eva Marie Anne-Lie,2699,16
1800428650247359,Friendly Building,These ads ran without a disclaimer,2690,2
1038425926323402,Linus Lakso - MP,Miljöpartiet de gröna,2684,11
2117823355168432,Centerpartiet Västernorrland,Eva Maria Mörtsell,2677,9
534898423283520,Vänsterpartiet Norrköping,Ellehammar Lundstrom M J Nicklas,2676,11
267754186055,Uppsala Konsert & Kongress,These ads ran without a disclaimer,2673,1
1746853745395190,Humble Household,These ads ran without a disclaimer,2673,28
656090384536434,Semantiko,MTWABP Sweden AB,2671,74
57047542442,Friedrich Ebert Stiftung Nordic Countries,Furst Anna Josefin,2668,14
104694671074269,Silc Förlag,Per Olsson,2664,6
110945563616351,Elisabet Lann - KD,Miriam Helena Lilja,2660,15
408171019221426,Slöseriombudsmannen,These ads ran without a disclaimer,2660,14
169505510419467,Socialdemokraterna i Karlskoga,Lena Mileraux,2651,6
269713143169986,Moderaterna i Sala,Moderaterna i Sala,2650,7
1139097292843761,Kristdemokraterna Göteborg,Natanael Kvidal,2650,5
165802766915279,Vellingemoderaterna,Victoria Bergstrand,2650,8
918971688179392,Sverigedemokraterna Jönköping,Andersson Bjorn Per Mikael,2647,3
1431258123853852,Blåkläder,These ads ran without a disclaimer,2638,2
551602941580327,Sverigedemokraterna Mjölby,These ads ran without a disclaimer,2637,3
202436601104,Transportstyrelsen,These ads ran without a disclaimer,2636,1
104078952968627,Moderaterna i Västmanland,Mikael Elfgren,2635,20
1163014347152287,Treskablinoll,Treskablinoll,2634,1
281642088439,Centerpartiet Västerbotten,Andersson Ase Amandah,2627,17
905638639532160,Nergiz Kebab,These ads ran without a disclaimer,2623,8
419339524766872,Vänsterpartiet Gävle,These ads ran without a disclaimer,2620,8
145597762228825,Socialdemokraterna i Upplands Väsby,Annika Häggberg,2618,32
458660087499201,Socialdemokraterna Halmstad,Lars El Hayek,2614,2
1622018661360930,Moderaterna i Örebro län,These ads ran without a disclaimer,2610,3
353682873859,Kvalitetsmässan,Axel Birgerstam,2608,2
202952346393650,Borås Stad,These ads ran without a disclaimer,2605,2
223846164300912,Socialdemokrater för tro och solidaritet,Hans Josefsson,2600,5
226131554699989,Författaren,Christer Johansson,2600,6
203235717061188,Niklas Nyström,These ads ran without a disclaimer,2599,3
157536107596207,Grant Thornton Sweden,These ads ran without a disclaimer,2598,4
125869184120767,Kunskapskanalen,These ads ran without a disclaimer,2597,6
120718578033563,Folkuniversitetet Södertälje/Sörmland,These ads ran without a disclaimer,2596,3
1909176449301715,Svenskt Näringsliv Stockholms och Gotlands län,Bergstrom Linda Marie,2590,9
233059080071059,Socialdemokraterna Sundbyberg,Alexander Hallberg,2583,2
302156023140090,Städa Sverige - Idrottens miljöorganisation,These ads ran without a disclaimer,2576,1
70208617833,Miljöpartiet de Gröna i Västerbotten,Soderberg Elin Sofia Charlotta,2575,10
880075395418375,Liberalerna Karlskrona,Nilsson Bo Jan Michael,2571,1
2026492367623580,Kristdemokraterna Lomma Bjärred,Christer Philipson,2562,22
175313275829770,Miljöpartiet Mölndal,These ads ran without a disclaimer,2554,4
1678195565746218,Gothia Kompetens - Skola,Joel Öhrn Gothia Fortbildning,2553,10
1140856062662082,يورو تايمز - Euro Times,يورو تايمز - Euro Times,2548,130
102252321474478,La Louisiana,These ads ran without a disclaimer,2547,1
104161901361710,SSEL Project - Effektiv Energi,SSEL Project - Effektiv Energi,2547,3
488731014640412,Vallentuna kommun,Vallentuna kommun,2541,7
1983080055347303,Nashre Anternasionalisti,These ads ran without a disclaimer,2540,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,2537,8
133496060052369,Mölndals-Posten,These ads ran without a disclaimer,2533,7
240270059345175,Miljöpartiet de gröna i Dalarna,Miljöpartiet de gröna i Dalarna,2530,6
159513904100440,Moderaterna i Kalmar län,Moderaterna i Kalmar län,2530,4
653072158104424,Emma Wiesner,Trygg Kupersmidt Bjorn Isak,2530,12
182366651852434,Svenskt Näringsliv Västernorrland,Svenskt Näringsliv,2525,7
304506059702034,Tidningen Fönstret,These ads ran without a disclaimer,2523,4
100423195023922,ADK Trading,These ads ran without a disclaimer,2514,11
306507932750972,Socialdemokraterna i Uddevalla,These ads ran without a disclaimer,2512,7
