Page ID,Page Name,Disclaimer,Amount Spent (PLN),Number of Ads in Library
2300497036890459,Paw Ramp,These ads ran without a disclaimer,≤100,1
396845274209185,antek.mtvt,These ads ran without a disclaimer,≤100,1
519458031400396,Tatiana Pałucka. Budzenie Światła Kobiet .,These ads ran without a disclaimer,≤100,1
106302744299497,Endawok Abite,These ads ran without a disclaimer,≤100,2
207741001672,Speranta pentru Romania,These ads ran without a disclaimer,≤100,2
1863501997252923,Joyfullygreen,These ads ran without a disclaimer,≤100,1
110114530715276,"Institut für Sprache, Bildung und Kultur",These ads ran without a disclaimer,≤100,2
450375912392538,YSRCP Fans Europe,These ads ran without a disclaimer,≤100,1
869821069846024,Moving Forward,These ads ran without a disclaimer,≤100,1
1165747080106544,Muna Duzdar,These ads ran without a disclaimer,≤100,2
110271210778454,Christmas Desserts,These ads ran without a disclaimer,≤100,1
100944991259750,28-Day Challenge,These ads ran without a disclaimer,≤100,19
1896760747295968,LGBT Paradise,These ads ran without a disclaimer,≤100,1
1534790826652994,Анна,These ads ran without a disclaimer,≤100,1
110894454048090,Reasons Why You Should Visit Málaga At Least Once in Your Lifetime,These ads ran without a disclaimer,≤100,1
1052880828147974,Last Shelter:Survival,These ads ran without a disclaimer,≤100,1
136457780420711,Sven Andrew,These ads ran without a disclaimer,≤100,3
551910338666108,Tomo,These ads ran without a disclaimer,≤100,18
130045060873751,Protection of Animals,These ads ran without a disclaimer,≤100,4
370048656955916,Trump Fiction,These ads ran without a disclaimer,≤100,8
1375936652719535,Mahtabur Rahman,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,5
0,Instagram User 7171150039,These ads ran without a disclaimer,≤100,2
100553282104503,Wethewomans,These ads ran without a disclaimer,≤100,5
2282241388670058,Ubuntoo,These ads ran without a disclaimer,≤100,1
111826103796957,Trójdzielnia Podcast Polityczny,These ads ran without a disclaimer,≤100,1
101827228023061,Live Experience ASBL,These ads ran without a disclaimer,≤100,1
100593914862190,Equality and Feminism,These ads ran without a disclaimer,≤100,1
1404457329839548,Canary Islands Hub,These ads ran without a disclaimer,≤100,1
105664890906642,LinA "La Voz Brillante Del Amor",These ads ran without a disclaimer,≤100,1
245416135560300,Human Rights Tattoo,These ads ran without a disclaimer,≤100,1
371171589575669,China.org.cn,These ads ran without a disclaimer,≤100,3
447642692401592,Buteyko - Learn Buteyko Online,These ads ran without a disclaimer,≤100,2
120226814692997,Tikkun Global Family,These ads ran without a disclaimer,≤100,1
926408130762945,Exotic Group Poland,These ads ran without a disclaimer,≤100,1
635941493577088,Poland against Homophobia,These ads ran without a disclaimer,≤100,1
1439364926329185,Animal Matters,These ads ran without a disclaimer,≤100,3
1843859882336545,Typowa chałtura,These ads ran without a disclaimer,≤100,1
155467727958593,OxfordGang,These ads ran without a disclaimer,≤100,1
103495974350088,Spicy,These ads ran without a disclaimer,≤100,2
154862283808,U.S. Consulate General Munich,These ads ran without a disclaimer,≤100,1
753869838326485,Lucy Harris,These ads ran without a disclaimer,≤100,1
104176414408864,bduraes,These ads ran without a disclaimer,≤100,5
295463581114876,The Police 2019,These ads ran without a disclaimer,≤100,3
850815435110725,Fernando Cervantes,These ads ran without a disclaimer,≤100,7
54514164921,Animals Lebanon,These ads ran without a disclaimer,≤100,1
1069284236481262,Inspiring 慈悲世界,These ads ran without a disclaimer,≤100,1
248254568685368,Save the Blue Heart of Europe,These ads ran without a disclaimer,≤100,2
105949387037,John Templeton Foundation,These ads ran without a disclaimer,≤100,2
108309080604555,Coolvava.com,These ads ran without a disclaimer,≤100,1
158139561455273,Retro-Stage,These ads ran without a disclaimer,≤100,1
1669670886649596,Naturzerstörungswerk Energiewende,These ads ran without a disclaimer,≤100,1
101220519492,Good News from Finland,These ads ran without a disclaimer,≤100,1
2183431228589825,Jay Wells,These ads ran without a disclaimer,≤100,6
2234829139876514,Eyong Survival Confidence,These ads ran without a disclaimer,≤100,1
284627124897857,Brock Obama,These ads ran without a disclaimer,≤100,1
90314858707,Maxim Integrated,These ads ran without a disclaimer,≤100,1
340519626144882,Magazyn Al-Islam,These ads ran without a disclaimer,≤100,1
105346807725538,Damn Patriarchy,These ads ran without a disclaimer,≤100,1
109413882479812,Bartech Marine Engineering,These ads ran without a disclaimer,≤100,2
199272490502326,Polygraph.Info,These ads ran without a disclaimer,≤100,1
109503960648401,Lukas_Studio,Łukasz Bała,≤100,1
821697834524532,Winter White WCS,These ads ran without a disclaimer,≤100,1
167131836664321,Eettisen kaupan puolesta,These ads ran without a disclaimer,≤100,1
558865537513542,Zug der Liebe,These ads ran without a disclaimer,≤100,5
244639925625174,Luis M. Villanueva,These ads ran without a disclaimer,≤100,1
121050225236170,An Nuo Spiritual Dance & Arts,These ads ran without a disclaimer,≤100,3
103681154557241,Dr Baker,These ads ran without a disclaimer,≤100,1
101992765073735,Nesemeier GmbH Kompetenz in Sachen Biogas,These ads ran without a disclaimer,≤100,1
1914492685314898,LobsterBag for Life,These ads ran without a disclaimer,≤100,3
102522184506973,Prztyczek Wmózg,These ads ran without a disclaimer,≤100,1
2228030940800300,Katarzyna Sulewska Radna Dzielnicy Piecki - Migowo,These ads ran without a disclaimer,≤100,1
103253927910229,puzon_woof_woof,These ads ran without a disclaimer,≤100,2
272122939619428,SRIT,These ads ran without a disclaimer,≤100,6
580432038802357,TOZ-Oddział w Kaliszu,These ads ran without a disclaimer,≤100,1
103298513038722,PennyAppeal,These ads ran without a disclaimer,≤100,2
879370445455346,Repatriot,These ads ran without a disclaimer,≤100,1
969605406475534,KOD Podlaskie,These ads ran without a disclaimer,≤100,1
1969509466707345,DefaultVeg,These ads ran without a disclaimer,≤100,2
96826022393,Yale Environment 360,These ads ran without a disclaimer,≤100,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,7
326287634394081,The Prayer Movement,These ads ran without a disclaimer,≤100,3
108614483938030,Rikke på tur,These ads ran without a disclaimer,≤100,1
101233287931725,The Products Radar,These ads ran without a disclaimer,≤100,7
103762221049040,Secret Darkness,These ads ran without a disclaimer,≤100,1
2203608429682203,Save The Seas,These ads ran without a disclaimer,≤100,2
1447338755501992,Star Trek Timelines,These ads ran without a disclaimer,≤100,7
315063938429,Globsec,These ads ran without a disclaimer,≤100,1
350888674962511,European Investment Bank,These ads ran without a disclaimer,≤100,2
378536449588270,честь имею а не ты,These ads ran without a disclaimer,≤100,2
194944357202561,Scott Stenten Guitarist,These ads ran without a disclaimer,≤100,1
419794381380683,Savory Institute,Savory Institute,≤100,6
105460177745611,GoodbyePlastics,These ads ran without a disclaimer,≤100,4
183375838347482,Percona,These ads ran without a disclaimer,≤100,2
565390323958909,Oficjalnie_nieoficjalnaa,These ads ran without a disclaimer,≤100,1
128038100590355,Nowy Teatr,These ads ran without a disclaimer,≤100,1
148816505302255,IClub,These ads ran without a disclaimer,≤100,1
113555155325555,Centrum Historii Zajezdnia,These ads ran without a disclaimer,≤100,1
1705555366351009,Fundacja im. Jacka Kaczmarskiego,These ads ran without a disclaimer,≤100,1
289072628403394,Braanix,These ads ran without a disclaimer,≤100,2
402610069867709,Rroma Contact Point,These ads ran without a disclaimer,≤100,1
500998506604927,Čínský rozhlas pro zahraničí,These ads ran without a disclaimer,≤100,1
1003402666343078,My Romania Community,These ads ran without a disclaimer,≤100,2
297194757143217,Kuźnia Cyfr - Biuro Rachunkowe,These ads ran without a disclaimer,≤100,1
316256635157787,NP Now,These ads ran without a disclaimer,≤100,1
1581128715326436,Offyourmap,These ads ran without a disclaimer,≤100,1
106091534131934,Art of Riot feminist apparel,These ads ran without a disclaimer,≤100,12
737856746392765,Asap8rena,These ads ran without a disclaimer,≤100,2
175354165837662,AwareGO,These ads ran without a disclaimer,≤100,7
132720449036,Magyar Kerékpárosklub,These ads ran without a disclaimer,≤100,1
954894131215472,Guitarmory Pickups,These ads ran without a disclaimer,≤100,11
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
346671349290085,Fizjoterapia Equilibrio Paweł Kaczor,These ads ran without a disclaimer,≤100,1
230573273739258,Agroturystyka U Lawendowej Wiedźmy Pokoje Domki Istebna Noclegi w Istebnej,These ads ran without a disclaimer,≤100,1
112201180628437,danilavonaddams,These ads ran without a disclaimer,≤100,6
101376275106830,Grupo Paraná Wood,These ads ran without a disclaimer,≤100,1
216177758762930,Freudenberg Performance Materials,These ads ran without a disclaimer,≤100,1
1224502281011628,Patryk Marjan,These ads ran without a disclaimer,≤100,1
107967584296680,Epic Bazaar,These ads ran without a disclaimer,≤100,1
399953633819832,Las Malcriadas,These ads ran without a disclaimer,≤100,1
111222133694699,Quaq,These ads ran without a disclaimer,≤100,1
107074947590010,Manabudowanieświadomości,These ads ran without a disclaimer,≤100,3
209253609854374,Magic Magid,These ads ran without a disclaimer,≤100,1
102979778136750,Hym,These ads ran without a disclaimer,≤100,1
399575303907892,POWR,These ads ran without a disclaimer,≤100,1
850987751583079,Windermere Sun,These ads ran without a disclaimer,≤100,1
556737424437113,makeup-sessions.com,These ads ran without a disclaimer,≤100,6
2170872396494881,Dina Gamal Thoughts & Quotes,These ads ran without a disclaimer,≤100,1
107799854043159,CyberNews,These ads ran without a disclaimer,≤100,9
110953440768491,Inside Heritage,These ads ran without a disclaimer,≤100,2
1421675261420283,Construction Climate Challenge,These ads ran without a disclaimer,≤100,3
428928050986637,J's Dream Travel,These ads ran without a disclaimer,≤100,3
321739075055672,Оптимистичная приятность,These ads ran without a disclaimer,≤100,1
49059279814,Institute for Justice,the Institute for Justice,≤100,1
212515512134895,Ketto,These ads ran without a disclaimer,≤100,8
1082381651902406,Официальный Сайт,These ads ran without a disclaimer,≤100,1
2011326962506154,Francesco Casciano,These ads ran without a disclaimer,≤100,2
378273073021139,Paxsies Underwear,These ads ran without a disclaimer,≤100,2
2264172160336449,Обучение и сопровождение в раскрутке вашего МЛМ бизнеса.,These ads ran without a disclaimer,≤100,6
161596753914096,Acartus SA - Biura Rachunkowe,These ads ran without a disclaimer,≤100,1
116042531810402,Invisible Girl Project,These ads ran without a disclaimer,≤100,1
1353363308137072,Noxan,These ads ran without a disclaimer,≤100,2
101020901454734,teknik_gofraj,These ads ran without a disclaimer,≤100,6
1675691709362077,Beautiful News,These ads ran without a disclaimer,≤100,1
833777670091603,Libertex,These ads ran without a disclaimer,≤100,2
455248978191768,Break The Machine Ltd,These ads ran without a disclaimer,≤100,1
107588167341588,avancalledfred,These ads ran without a disclaimer,≤100,1
106381020732219,Kerala Infrastructure Investment Fund Board,These ads ran without a disclaimer,≤100,1
116700222203350,BetterMe,These ads ran without a disclaimer,≤100,2
470417606379879,Tappytoon,These ads ran without a disclaimer,≤100,1
1797363773818493,Zalbertus.TV,These ads ran without a disclaimer,≤100,1
406916699921746,Green,These ads ran without a disclaimer,≤100,4
581521652328197,Midnight 00.00,These ads ran without a disclaimer,≤100,2
536127276416291,Artifact,These ads ran without a disclaimer,≤100,1
258357757657262,Thermo Fisher Scientific,These ads ran without a disclaimer,≤100,1
100872791584552,StayEurope,These ads ran without a disclaimer,≤100,1
2236920799901105,iSANS - International Strategic Action Network for Security,These ads ran without a disclaimer,≤100,1
114556283678335,Alpha Dept,These ads ran without a disclaimer,≤100,3
196689261011751,Onechoiceapparel,These ads ran without a disclaimer,≤100,19
1611894998846385,Siandou Fofana Officiel,These ads ran without a disclaimer,≤100,4
107978700794711,Business for life,These ads ran without a disclaimer,≤100,1
328881877544155,Your Team Merchandise,These ads ran without a disclaimer,≤100,1
2259704507429425,Responses to the NZ Mosque attacks,These ads ran without a disclaimer,≤100,3
114051826707626,Friedrich-Ebert-Stiftung Italien,These ads ran without a disclaimer,≤100,1
137027629677971,BNN-News,These ads ran without a disclaimer,≤100,3
109026697443665,El Joeker,These ads ran without a disclaimer,≤100,5
108771247140356,World of Traiding,These ads ran without a disclaimer,≤100,1
489624048189084,Hot Special Discount,These ads ran without a disclaimer,≤100,2
78458342904,Fontainebleau Miami Beach,These ads ran without a disclaimer,≤100,1
190010265716,Cisco Networking Academy,These ads ran without a disclaimer,≤100,33
307226693561727,Curandera Mayor,These ads ran without a disclaimer,≤100,1
145670928797173,Журнал Harvard Business Review Россия,These ads ran without a disclaimer,≤100,5
296906837681332,Aras Majauskis,These ads ran without a disclaimer,≤100,1
